aspect_0,aspect_1,aspect_10,aspect_11,aspect_2,aspect_3,aspect_4,aspect_5,aspect_6,aspect_7,aspect_8,aspect_9,meme_s3,opinion_0,opinion_1,opinion_10,opinion_11,opinion_2,opinion_3,opinion_4,opinion_5,opinion_6,opinion_7,opinion_8,opinion_9,sentiment_0,sentiment_1,sentiment_10,sentiment_11,sentiment_2,sentiment_3,sentiment_4,sentiment_5,sentiment_6,sentiment_7,sentiment_8,sentiment_9,source,source_0,source_1,source_10,source_11,source_2,source_3,source_4,source_5,source_6,source_7,source_8,source_9,target_0,target_1,target_10,target_11,target_2,target_3,target_4,target_5,target_6,target_7,target_8,target_9,viewpoint_0,viewpoint_1,viewpoint_10,viewpoint_11,viewpoint_2,viewpoint_3,viewpoint_4,viewpoint_5,viewpoint_6,viewpoint_7,viewpoint_8,viewpoint_9
Aspect: serious and stern expression,Aspect: judgmental nature,Aspect: work ethic,Aspect: lack of work,Aspect: need to talk,Aspect: behavior,Aspect: work ethic,Aspect: tendency to delay tasks,Aspect: relatability,Aspect: lack of productivity,Aspect: work schedule,Aspect: tendency to be non-responsible,https://memett-original.s3.amazonaws.com/covid_memes_1079.png,Opinion: scolding,Opinion: amusing,Opinion: lackadaisical or lazy,Opinion: lazy,Opinion: unexpected and humorous,Opinion: humorous and relatable,Opinion: questionable,Opinion: irresponsible and counterproductive,Opinion: universally amusing,Opinion: lazy,Opinion: questionable,Opinion: unrealistic,Sentiment: negative,Sentiment: positive,Sentiment: negative,Sentiment: negative,Sentiment: neutral,Sentiment: neutral,Sentiment: negative,Sentiment: negative,Sentiment: neutral,Sentiment: negative,Sentiment: negative,Sentiment: negative,Harm-C,4011,4002,4008,4004,4010,4009,4001,4006,4005,4003,4000,4007,Target: the cat,Target: cats,Target: humans who procrastinate or avoid work,Target: the cat,Target: the cat,Target: the cat,Target: people who are perceived as unproductive,Target: procrastination,Target: conversations about work,Target: people who are not working,Target: the pet owner,Target: the expectation of productivity from pets,Viewpoint: The meme views the cat with a negative sentiment because its serious and stern expression is seen as scolding.,Viewpoint: The meme views cats with a positive sentiment because their judgmental nature is seen as amusing.,Viewpoint: The meme views humans who procrastinate or avoid work with a negative sentiment because their work ethic is seen as lackadaisical or lazy.,Viewpoint: The meme views the cat with a negative sentiment because its lack of work is seen as lazy.,Viewpoint: The meme views the cat with a neutral sentiment because its need to talk is seen as unexpected and humorous.,Viewpoint: The meme views the cat with a neutral sentiment because its behavior is seen as humorous and relatable.,Viewpoint: The meme views people who are perceived as unproductive with a negative sentiment because their work ethic is seen as questionable.,Viewpoint: The meme views procrastination with a negative sentiment because its tendency to delay tasks is seen as irresponsible and counterproductive.,Viewpoint: The meme views conversations about work with a neutral sentiment because its relatability is seen as universally amusing.,Viewpoint: The meme views people who are not working with a negative sentiment because their lack of productivity is seen as lazy.,Viewpoint: The meme views the pet owner with a negative sentiment because his/her/their work schedule is seen as questionable.,Viewpoint: The meme views the expectation of productivity from pets with a negative sentiment because its/his/her/their tendency to be non-responsible is seen as unrealistic.
Aspect: promotion of mask-wearing,Aspect: mask-wearing,Aspect: rationality,Aspect: purpose,Aspect: promotion of masks,Aspect: religious affiliations,Aspect: portrayal of opposing viewpoints,Aspect: use,Aspect: actions and words regarding mask-wearing,Aspect: purpose,Aspect: association,Aspect: political implications,https://memett-original.s3.amazonaws.com/covid_memes_2541.png,Opinion: a form of mind control,Opinion: hypocritical,Opinion: utterly absurd and baseless,"Opinion: mind control by socialist, communist, Obamaist, and Muslimist groups",Opinion: manipulative,Opinion: misleading and divisive,Opinion: absurd and exaggerated,"Opinion: a mind control device associated with socialist, communist, Obamaist, and Muslimist ideologies",Opinion: hypocritical,"Opinion: part of a political conspiracy involving socialism, communism, Obama, and Islam","Opinion: linked to socialist, communist, obamaist, and muslimist control agendas",Opinion: manipulative and oppressive,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Harm-C,4007,4002,4000,4001,4004,4010,4005,4011,4003,4008,4009,4006,"Target: political ideologies such as socialism, communism, fascism, and muslimism",Target: Donald Trump,Target: anti-mask conspiracy theories (like masks being mind control devices),Target: mask-wearing,Target: the proponents of mask mandates,Target: the use of masks,Target: political polarization surrounding mask-wearing,Target: masks,Target: Donald Trump's stance on masks,Target: face masks,Target: masks,Target: mask-wearing as a public health measure,"Viewpoint: The meme views political ideologies such as socialism, communism, fascism, and muslimism with a negative sentiment because their promotion of mask-wearing is seen as a form of mind control.",Viewpoint: The meme views Donald Trump with a negative sentiment because his mask-wearing is seen as hypocritical.,Viewpoint: The meme views anti-mask conspiracy theories (like masks being mind control devices) with a negative sentiment because their rationality is seen as utterly absurd and baseless.,"Viewpoint: The meme views mask-wearing with a negative sentiment because its purpose is seen as mind control by socialist, communist, Obamaist, and Muslimist groups.",Viewpoint: The meme views the proponents of mask mandates with a negative sentiment because their promotion of masks is seen as manipulative.,Viewpoint: The meme views the use of masks with a negative sentiment because its religious affiliations are seen as misleading and divisive.,Viewpoint: The meme views political polarization surrounding mask-wearing with a negative sentiment because its portrayal of opposing viewpoints is seen as absurd and exaggerated.,"Viewpoint: The meme views masks with a negative sentiment because its use is seen as a mind control device associated with socialist, communist, Obamaist, and Muslimist ideologies.",Viewpoint: The meme views Donald Trump's stance on masks with a negative sentiment because his actions and words regarding mask-wearing are seen as hypocritical.,"Viewpoint: The meme views face masks with a negative sentiment because their purpose is seen as part of a political conspiracy involving socialism, communism, Obama, and Islam.","Viewpoint: The meme views masks with a negative sentiment because their association is seen as linked to socialist, communist, obamaist, and muslimist control agendas.",Viewpoint: The meme views mask-wearing as a public health measure with a negative sentiment because its political implications are seen as manipulative and oppressive.
Aspect: initial ease,Aspect: challenges,Aspect: demands on parents,Aspect: homeschooling experience,Aspect: coping mechanisms,Aspect: initial success,Aspect: stressfulness,Aspect: initial optimism,Aspect: ability to manage homeschooling,Aspect: challenges,Aspect: challenges,Aspect: initial challenges,https://memett-original.s3.amazonaws.com/covid_memes_4939.png,Opinion: sarcastic,Opinion: overwhelming and frustrating,Opinion: overwhelming and stress-inducing,Opinion: chaotic,Opinion: stressed and overwhelmed,Opinion: a relief,Opinion: immediate and intense,Opinion: naive,Opinion: inadequate and exaggerated,Opinion: overwhelming,Opinion: overwhelming and frustrating,Opinion: overwhelming,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: positive,Sentiment: negative,Sentiment: neutral,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Harm-C,4003,4005,4001,4004,4002,4011,4000,4010,4008,4009,4006,4007,Target: homeschooling,Target: homeschooling during the pandemic,Target: homeschooling,Target: Alec Baldwin,Target: homeschooling parents,Target: homeschooling,Target: the parental experience of homeschooling,Target: home schooling,Target: parents who claim to be handling homeschooling well,Target: homeschooling,Target: homeschooling during the coronavirus pandemic,Target: the early stages of homeschooling,Viewpoint: The meme views homeschooling with a negative sentiment because its initial ease is seen as sarcastic.,Viewpoint: The meme views homeschooling during the pandemic with a negative sentiment because its challenges are seen as overwhelming and frustrating.,Viewpoint: The meme views homeschooling with a negative sentiment because its demands on parents are seen as overwhelming and stress-inducing.,Viewpoint: The meme views Alec Baldwin with a negative sentiment because his homeschooling experience is seen as chaotic.,Viewpoint: The meme views homeschooling parents with a negative sentiment because their coping mechanisms are seen as stressed and overwhelmed.,Viewpoint: The meme views homeschooling with a positive sentiment because its initial success is seen as a relief.,Viewpoint: The meme views the parental experience of homeschooling with a negative sentiment because its stressfulness is seen as immediate and intense.,Viewpoint: The meme views home schooling with a neutral sentiment because its initial optimism is seen as naive.,Viewpoint: The meme views parents who claim to be handling homeschooling well with a negative sentiment because their ability to manage homeschooling is seen as inadequate and exaggerated.,Viewpoint: The meme views homeschooling with a negative sentiment because its challenges are seen as overwhelming.,Viewpoint: The meme views homeschooling during the coronavirus pandemic with a negative sentiment because its challenges are seen as overwhelming and frustrating.,Viewpoint: The meme views the early stages of homeschooling with a negative sentiment because its initial challenges are seen as overwhelming.
"Aspect: effectiveness against the \""Wuhan Virus\""",Aspect: use for this purpose,Aspect: effectiveness in protecting against the Wuhan Virus,Aspect: threat level,Aspect: protective measures,Aspect: threat,Aspect: choice of protective gear,Aspect: perceived severity,Aspect: severity,Aspect: perceived effectiveness,Aspect: perceived severity,Aspect: protection against the Wuhan Virus,https://memett-original.s3.amazonaws.com/covid_memes_3313.png,Opinion: humorously inadequate,Opinion: absurd,Opinion: exaggerated,Opinion: overly dangerous,Opinion: absurdly exaggerated,"Opinion: overwhelming, implying that even extreme measures like using a gas mask are considered necessary",Opinion: over-prepared or unnecessarily extreme,Opinion: exaggerated,"Opinion: extreme, necessitating the use of a gas mask",Opinion: exaggerated and humorous,Opinion: exaggerated and absurd,Opinion: ideal,Sentiment: negative,Sentiment: negative,Sentiment: positive,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: positive,Sentiment: negative,Sentiment: positive,Harm-C,4000,4003,4011,4004,4005,4009,4008,4002,4007,4010,4006,4001,Target: facemasks,Target: gas masks as a COVID-19 protective measure,Target: gas masks,Target: the Wuhan Virus,Target: public anxiety during the COVID-19 pandemic,Target: the Wuhan Virus,Target: people who use gas masks during the COVID-19 pandemic,Target: COVID-19,Target: the Wuhan Virus,Target: the Wuhan Virus,Target: the political and social responses to the COVID-19 pandemic,Target: gas masks,"Viewpoint: The meme views facemasks with a negative sentiment because their effectiveness against the \""Wuhan Virus\"" is seen as humorously inadequate.",Viewpoint: The meme views gas masks as a COVID-19 protective measure with a negative sentiment because their use for this purpose is seen as absurd.,Viewpoint: The meme views gas masks with a positive sentiment because its effectiveness in protecting against the Wuhan Virus is seen as exaggerated.,Viewpoint: The meme views the Wuhan Virus with a negative sentiment because its threat level is seen as overly dangerous.,Viewpoint: The meme views public anxiety during the COVID-19 pandemic with a negative sentiment because its protective measures are seen as absurdly exaggerated.,"Viewpoint: The meme views the Wuhan Virus with a negative sentiment because its threat is seen as overwhelming, implying that even extreme measures like using a gas mask are considered necessary.",Viewpoint: The meme views people who use gas masks during the COVID-19 pandemic with a negative sentiment because their choice of protective gear is seen as over-prepared or unnecessarily extreme.,Viewpoint: The meme views COVID-19 with a negative sentiment because its perceived severity is seen as exaggerated.,"Viewpoint: The meme views the Wuhan Virus with a negative sentiment because its severity is seen as extreme, necessitating the use of a gas mask.",Viewpoint: The meme views the Wuhan Virus with a positive sentiment because its perceived effectiveness is seen as exaggerated and humorous.,Viewpoint: The meme views the political and social responses to the COVID-19 pandemic with a negative sentiment because its/his/her/their perceived severity is seen as exaggerated and absurd.,Viewpoint: The meme views gas masks with a positive sentiment because their protection against the Wuhan Virus is seen as ideal.
Aspect: state of relaxation in bed,Aspect: avoiding work,Aspect: effect on work habits,Aspect: daily routine,Aspect: expectation,Aspect: requirement to get out of bed,Aspect: demands,Aspect: tendency to avoid work,Aspect: demands,Aspect: necessity of getting out of bed to go to work,Aspect: reluctance to leave the comfort of one's bed,Aspect: reluctance to leave the comfort of bed,https://memett-original.s3.amazonaws.com/covid_memes_67.png,Opinion: not in the mood to work,Opinion: unrealistic,Opinion: extremely casual,Opinion: undesirable,Opinion: unrealistic,Opinion: exhausting,Opinion: overly burdensome and unappealing,Opinion: relatable,Opinion: overly burdensome,Opinion: an unpleasant and avoidable chore,Opinion: relatable,Opinion: universal and relatable,Sentiment: negative,Sentiment: negative,Sentiment: neutral,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: neutral,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: neutral,Harm-C,4010,4009,4000,4002,4003,4007,4006,4005,4004,4001,4011,4008,Target: the man,Target: the idea of working,Target: remote work,Target: going to work,Target: the idea of getting out of bed and going to work,Target: the act of going to work,Target: the modern work culture,Target: procrastination,Target: productivity and work obligations,Target: the concept of going to work,Target: the act of working,Target: people who struggle to get out of bed and go to work,Viewpoint: The meme views the man with a negative sentiment because his state of relaxation in bed is seen as not in the mood to work.,Viewpoint: The meme views the idea of working with a negative sentiment because its aspect of avoiding work is seen as unrealistic.,Viewpoint: The meme views remote work with a neutral sentiment because its effect on work habits is seen as extremely casual.,Viewpoint: The meme views going to work with a negative sentiment because its daily routine is seen as undesirable.,Viewpoint: The meme views the idea of getting out of bed and going to work with a negative sentiment because its expectation is seen as unrealistic.,Viewpoint: The meme views the act of going to work with a negative sentiment because its/his/her/their requirement to get out of bed is seen as exhausting.,Viewpoint: The meme views the modern work culture with a negative sentiment because its demands are seen as overly burdensome and unappealing.,Viewpoint: The meme views procrastination with a neutral sentiment because its tendency to avoid work is seen as relatable.,Viewpoint: The meme views productivity and work obligations with a negative sentiment because their demands are seen as overly burdensome.,Viewpoint: The meme views the concept of going to work with a negative sentiment because its necessity of getting out of bed to go to work is seen as an unpleasant and avoidable chore.,Viewpoint: The meme views the act of working with a negative sentiment because its/his/her/their reluctance to leave the comfort of one's bed is seen as relatable.,Viewpoint: The meme views people who struggle to get out of bed and go to work with a neutral sentiment because their reluctance to leave the comfort of bed is seen as universal and relatable.
Aspect: composure,Aspect: observation of a meteor killing dinosaurs,Aspect: serious expression,Aspect: reign,Aspect: timeless and iconic status,Aspect: reaction to the meteor killing all the dinosaurs,Aspect: perspective on historical events,Aspect: longevity,Aspect: image,Aspect: longevity,Aspect: implied pleasure at the dinosaurs' extinction,Aspect: public image,https://memett-original.s3.amazonaws.com/covid_memes_1052.png,Opinion: unaffected by catastrophic events,Opinion: an exaggerated and unexpected scenario,Opinion: appropriately composed even in an absurdly impossible scenario,"Opinion: impossibly long, stretching back to the dinosaur era",Opinion: adaptable to absurd and humorous contexts,Opinion: absurd and humorous,Opinion: humorously timeless,Opinion: comically extreme and almost timeless,Opinion: ironic,Opinion: remarkably enduring,Opinion: callous,Opinion: absurdly juxtaposed with an impossible historical scenario,Sentiment: neutral,Sentiment: neutral,Sentiment: neutral,Sentiment: neutral,Sentiment: neutral,Sentiment: neutral,Sentiment: neutral,Sentiment: neutral,Sentiment: neutral,Sentiment: positive,Sentiment: negative,Sentiment: negative,Harm-C,4009,4011,4008,4001,4005,4010,4004,4000,4007,4002,4003,4006,Target: Queen Elizabeth II,Target: Queen Elizabeth II,Target: Queen Elizabeth II,Target: Queen Elizabeth II,Target: Queen Elizabeth II,Target: Queen Elizabeth II,Target: Queen Elizabeth II,Target: Queen Elizabeth II,Target: Queen Elizabeth II,Target: Queen Elizabeth II,Target: Queen Elizabeth II,Target: Queen Elizabeth II,Viewpoint: The meme views Queen Elizabeth II with a neutral sentiment because her composure is seen as unaffected by catastrophic events.,Viewpoint: The meme views Queen Elizabeth II with a neutral sentiment because her observation of a meteor killing dinosaurs is seen as an exaggerated and unexpected scenario.,Viewpoint: The meme views Queen Elizabeth II with a neutral sentiment because her serious expression is seen as appropriately composed even in an absurdly impossible scenario.,"Viewpoint: The meme views Queen Elizabeth II with a neutral sentiment because her reign is seen as impossibly long, stretching back to the dinosaur era.",Viewpoint: The meme views Queen Elizabeth II with a neutral sentiment because her timeless and iconic status is seen as adaptable to absurd and humorous contexts.,Viewpoint: The meme views Queen Elizabeth II with a neutral sentiment because her reaction to the meteor killing all the dinosaurs is seen as absurd and humorous.,Viewpoint: The meme views Queen Elizabeth II with a neutral sentiment because her perspective on historical events is seen as humorously timeless.,Viewpoint: The meme views Queen Elizabeth II with a neutral sentiment because her longevity is seen as comically extreme and almost timeless.,Viewpoint: The meme views Queen Elizabeth II with a neutral sentiment because her image is seen as ironic.,Viewpoint: The meme views Queen Elizabeth II with a positive sentiment because her longevity is seen as remarkably enduring.,Viewpoint: The meme views Queen Elizabeth II with a negative sentiment because her implied pleasure at the dinosaurs' extinction is seen as callous.,Viewpoint: The meme views Queen Elizabeth II with a negative sentiment because her public image is seen as absurdly juxtaposed with an impossible historical scenario.
Aspect: focus on substantive issues,Aspect: influence,Aspect: sense of humor,Aspect: association with internet culture,Aspect: meme-making abilities,Aspect: ability to create memes,Aspect: influence,Aspect: public image,Aspect: political comparison,Aspect: meme-making skills,Aspect: meme-making ability,Aspect: association with 'dank memes',https://memett-original.s3.amazonaws.com/covid_memes_18.png,Opinion: undermined by the introduction of trivial considerations,Opinion: pervasive and lighthearted,Opinion: engaged in meme culture and capable of creating dark humor,Opinion: humorous,Opinion: equally humorous and entertaining,Opinion: not particularly notable,Opinion: trivializing serious political discourse,Opinion: amusable,Opinion: trivial,Opinion: questionable,Opinion: humorous and engaging,Opinion: notable,Sentiment: negative,Sentiment: positive,Sentiment: positive,Sentiment: neutral,Sentiment: neutral,Sentiment: neutral,Sentiment: negative,Sentiment: neutral,Sentiment: negative,Sentiment: neutral,Sentiment: neutral,Sentiment: positive,Harm-C,4001,4005,4008,4007,4006,4010,4000,4004,4002,4011,4009,4003,Target: political discourse,Target: internet culture,Target: Bernie Sanders and Elizabeth Warren,Target: political figures,Target: Bernie Sanders and Elizabeth Warren,Target: Bernie Sanders,Target: the intersection of internet culture and politics,Target: Elizabeth Warren,Target: American politicians,Target: Elizabeth Warren,Target: Bernie Sanders,Target: Elizabeth Warren,Viewpoint: The meme views political discourse with a negative sentiment because its focus on substantive issues is seen as undermined by the introduction of trivial considerations.,Viewpoint: The meme views internet culture with a positive sentiment because its influence is seen as pervasive and lighthearted.,Viewpoint: The meme views Bernie Sanders and Elizabeth Warren with a positive sentiment because their sense of humor is seen as engaged in meme culture and capable of creating dark humor.,Viewpoint: The meme views political figures with a neutral sentiment because their association with internet culture is seen as humorous.,Viewpoint: The meme views Bernie Sanders and Elizabeth Warren with a neutral sentiment because their meme-making abilities are seen as equally humorous and entertaining.,Viewpoint: The meme views Bernie Sanders with a neutral sentiment because his ability to create memes is seen as not particularly notable.,Viewpoint: The meme views the intersection of internet culture and politics with a negative sentiment because its influence is seen as trivializing serious political discourse.,Viewpoint: The meme views Elizabeth Warren with a neutral sentiment because her public image is seen as amusable.,Viewpoint: The meme views American politicians with a negative sentiment because their political comparison is seen as trivial.,Viewpoint: The meme views Elizabeth Warren with a neutral sentiment because her meme-making skills are seen as questionable.,Viewpoint: The meme views Bernie Sanders with a neutral sentiment because his meme-making ability is seen as humorous and engaging.,Viewpoint: The meme views Elizabeth Warren with a positive sentiment because her association with 'dank memes' is seen as notable.
Aspect: subject matter,Aspect: artistic merit,Aspect: themes,Aspect: relevance,Aspect: appeal to listeners,Aspect: relevance to the pandemic,Aspect: content,Aspect: appeal,Aspect: public reception,Aspect: themes,Aspect: quality or relevance,Aspect: content,https://memett-original.s3.amazonaws.com/covid_memes_3749.png,Opinion: overdone and unappealing,Opinion: unwelcome,Opinion: unoriginal,Opinion: overlooked,Opinion: unwelcome or tiresome,Opinion: uninteresting and unappealing,Opinion: not well-received,Opinion: unappreciated,Opinion: unwanted,Opinion: overused and unwanted,Opinion: unappreciated,Opinion: unappealing,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Harm-C,4008,4002,4003,4011,4000,4007,4010,4009,4001,4005,4004,4006,Target: songs inspired by the pandemic,Target: pandemic-inspired songs,Target: songs inspired by the pandemic,Target: songs inspired by the pandemic,Target: songs inspired by the pandemic,Target: songs inspired by the pandemic,Target: the song inspired by the pandemic,Target: the song written inspired by the pandemic,Target: pandemic-inspired songs,Target: pandemic-inspired songs,Target: pandemic-inspired songs,Target: pandemic-inspired creative works,Viewpoint: The meme views songs inspired by the pandemic with a negative sentiment because their subject matter is seen as overdone and unappealing.,Viewpoint: The meme views pandemic-inspired songs with a negative sentiment because their artistic merit is seen as unwelcome.,Viewpoint: The meme views songs inspired by the pandemic with a negative sentiment because their themes are seen as unoriginal.,Viewpoint: The meme views songs inspired by the pandemic with a negative sentiment because their relevance is seen as overlooked.,Viewpoint: The meme views songs inspired by the pandemic with a negative sentiment because their appeal to listeners is seen as unwelcome or tiresome.,Viewpoint: The meme views songs inspired by the pandemic with a negative sentiment because their relevance to the pandemic is seen as uninteresting and unappealing.,Viewpoint: The meme views the song inspired by the pandemic with a negative sentiment because its content is seen as not well-received.,Viewpoint: The meme views the song written inspired by the pandemic with a negative sentiment because its appeal is seen as unappreciated.,Viewpoint: The meme views pandemic-inspired songs with a negative sentiment because their public reception is seen as unwanted.,Viewpoint: The meme views pandemic-inspired songs with a negative sentiment because their themes are seen as overused and unwanted.,Viewpoint: The meme views pandemic-inspired songs with a negative sentiment because their quality or relevance is/are seen as unappreciated.,Viewpoint: The meme views pandemic-inspired creative works with a negative sentiment because their content is seen as unappealing.
Aspect: unpredictability,Aspect: impact on people's lives,Aspect: impact on the speaker's liver health or related behavior,Aspect: impact on people's livers,Aspect: impact on personal health,Aspect: duration,Aspect: perceived consequence,Aspect: duration,Aspect: effect on people's lifestyle,Aspect: health during lockdown extensions,Aspect: extension,Aspect: portrayal of the man's reaction,https://memett-original.s3.amazonaws.com/covid_memes_3319.png,Opinion: frustrating,Opinion: frustrating,Opinion: distressing,Opinion: harmful and frustrating,Opinion: severely detrimental,Opinion: excessively frustrating,"Opinion: damaging to personal health (specifically the liver, due to increased alcohol consumption as a coping mechanism)",Opinion: excessively long,Opinion: distressing,Opinion: deteriorating and suffering,Opinion: frustrating and exasperating,Opinion: exaggerated and humorous,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: negative,Harm-C,4007,4009,4003,4002,4006,4005,4000,4011,4004,4001,4008,4010,Target: the lockdown extension,Target: the lockdown extension,Target: lockdown extensions,Target: extended COVID-19 lockdowns,Target: lockdown extensions,Target: lockdown extensions,Target: lockdown extensions,Target: the extended lockdown,Target: lockdown extensions,Target: the liver,Target: lockdowns,Target: the situation,Viewpoint: The meme views the lockdown extension with a negative sentiment because its unpredictability is seen as frustrating.,Viewpoint: The meme views the lockdown extension with a negative sentiment because its impact on people's lives is seen as frustrating.,Viewpoint: The meme views lockdown extensions with a negative sentiment because their impact on the speaker's liver health or related behavior is seen as distressing.,Viewpoint: The meme views extended COVID-19 lockdowns with a negative sentiment because their impact on people's livers is seen as harmful and frustrating.,Viewpoint: The meme views lockdown extensions with a negative sentiment because their impact on personal health is seen as severely detrimental.,Viewpoint: The meme views lockdown extensions with a negative sentiment because their duration is seen as excessively frustrating.,"Viewpoint: The meme views lockdown extensions with a negative sentiment because their perceived consequence is seen as damaging to personal health (specifically the liver, due to increased alcohol consumption as a coping mechanism).",Viewpoint: The meme views the extended lockdown with a negative sentiment because its duration is seen as excessively long.,Viewpoint: The meme views lockdown extensions with a negative sentiment because their effect on people's lifestyle is seen as distressing.,Viewpoint: The meme views the liver with a negative sentiment because its health during lockdown extensions is seen as deteriorating and suffering.,Viewpoint: The meme views lockdowns with a negative sentiment because their extension is seen as frustrating and exasperating.,Viewpoint: The meme views the situation with a negative sentiment because its portrayal of the man's reaction is seen as exaggerated and humorous.
Aspect: employment status and timing,Aspect: timing,Aspect: timing before the COVID-19 pandemic,Aspect: contrast between cheerful expression and unemployment situation,Aspect: job security,Aspect: timing relative to potential pandemic support measures,Aspect: unemployment timing,Aspect: reaction to becoming unemployed before COVID-19,Aspect: pre-existing precarious status,Aspect: joblessness,Aspect: causes,Aspect: unemployment,https://memett-original.s3.amazonaws.com/covid_memes_1505.png,Opinion: unfortunate and ironically marked by forced cheerfulness,Opinion: ironically unfortunate,Opinion: ironically unfortunate,Opinion: unexpected,Opinion: unexpectedly compromised,Opinion: exceptionally unfortunate,Opinion: uniquely early,Opinion: naive or unprepared,Opinion: a cause for humor,Opinion: embarrassing,Opinion: multifaceted and complex,Opinion: chronically unfortunate,Sentiment: negative,Sentiment: neutral,Sentiment: negative,Sentiment: neutral,Sentiment: negative,Sentiment: negative,Sentiment: neutral,Sentiment: negative,Sentiment: negative,Sentiment: negative,Sentiment: neutral,Sentiment: negative,Harm-C,4008,4005,4001,4009,4007,4000,4004,4010,4011,4003,4006,4002,Target: unemployed individuals (those who were unemployed before COVID-19),Target: people who became unemployed before COVID-19,Target: unemployment,Target: unemployment before COVID-19,Target: the situation of becoming unemployed,Target: becoming unemployed immediately before the COVID-19 pandemic,Target: people who became unemployed before COVID-19,Target: the boy,Target: employment stability,Target: individuals who were unemployed before the COVID-19 pandemic,Target: the unpredictability of employment,Target: the target Bad Luck Brian,Viewpoint: The meme views unemployed individuals (those who were unemployed before COVID-19) with a negative sentiment because their employment status and timing are seen as unfortunate and ironically marked by forced cheerfulness.,Viewpoint: The meme views people who became unemployed before COVID-19 with a neutral sentiment because their timing is seen as ironically unfortunate.,Viewpoint: The meme views unemployment with a negative sentiment because its timing before the COVID-19 pandemic is seen as ironically unfortunate.,Viewpoint: The meme views unemployment before COVID-19 with a neutral sentiment because its contrast between cheerful expression and unemployment situation is seen as unexpected.,Viewpoint: The meme views the situation of becoming unemployed with a negative sentiment because its/his/her/their job security is seen as unexpectedly compromised.,Viewpoint: The meme views becoming unemployed immediately before the COVID-19 pandemic with a negative sentiment because its timing relative to potential pandemic support measures is seen as exceptionally unfortunate.,Viewpoint: The meme views people who became unemployed before COVID-19 with a neutral sentiment because their unemployment timing is seen as uniquely early.,Viewpoint: The meme views the boy with a negative sentiment because his reaction to becoming unemployed before COVID-19 is seen as naive or unprepared.,Viewpoint: The meme views employment stability with a negative sentiment because its/his/her/their pre-existing precarious status is seen as a cause for humor.,Viewpoint: The meme views individuals who were unemployed before the COVID-19 pandemic with a negative sentiment because their joblessness is seen as embarrassing.,Viewpoint: The meme views the unpredictability of employment with a neutral sentiment because its causes are seen as multifaceted and complex.,Viewpoint: The meme views the target Bad Luck Brian with a negative sentiment because his unemployment is seen as chronically unfortunate.
